 4  0  4 O.EEWDO...WDAAXKW...XK....LKVV..LJJ.
 5  1  4 OEE.WDO...WDAAXKW...XK....LKVV..LJJ. E 99 
 5  1  4 O.EEW.O...W.AAXKWD..XK.D..LKVV..LJJ. D 98 
 5  1  4 O.EEWDO..KWDAAXKW...XK....L.VV..LJJ. K 99 
 5  1  4 O.EEWDO...WDAAXKW...XK....LKVV..L.JJ J 99 
 5  1  4 O.EE.DO...WDAAXKW...XKW...LKVV..LJJ. W 99 
 5  1  4 O.EEWDO.X.WDAAXKW....K....LKVV..LJJ. X 99 
 5  1  4 O.EEW.O...WDAAXKWD..XK....LKVV..LJJ. D 99 
 6  2  4 OEE..DO...WDAAXKW...XKW...LKVV..LJJ. W 99 E 99 
 6  2  4 O.EEW.O..KW.AAXKWD..XK.D..L.VV..LJJ. K 99 D 98 
 6  2  4 O.EEW.O...W.AAXKWD..XK.D..LKVV..L.JJ J 99 D 98 
 6  2  4 O.EEWDO.X.WDAAXKW...LK....LKVV...JJ. L 99 X 99 
 6  2  4 O.EEW.O.X.WDAAXKWD...K....LKVV..LJJ. D 99 X 99 
 6  2  4 O.EEW.O.X.W.AAXKWD...K.D..LKVV..LJJ. X 99 D 98 
 6  2  4 OEE.WDO..KWDAAXKW...XK....L.VV..LJJ. K 99 E 99 
 6  2  4 O.EE..O...W.AAXKWD..XKWD..LKVV..LJJ. W 99 D 98 
 6  2  4 OEE.WDO...WDAAXKW...XK....LKVV..L.JJ J 99 E 99 
 6  2  4 O.EE..O...WDAAXKWD..XKW...LKVV..LJJ. D 99 W 99 
 6  2  4 OEEKWDO..KWDAAXKW...X.....L.VV..LJJ. K 98 E 99 
 6  2  4 O.EEWDO..KWDAAXKW...XK....L.VV..L.JJ J 99 K 99 
 6  2  4 O..EEDO...WDAAXKW...XKW...LKVV..LJJ. E 99 W 99 
 6  2  4 O.EE.DO.X.WDAAXKW....KW...LKVV..LJJ. X 99 W 99 
 6  2  4 O.EEWDO.X.WDAAXKW....K....LKVV..L.JJ X 99 J 99 
 6  2  4 OEE.WDO.X.WDAAXKW....K....LKVV..LJJ. X 99 E 99 
 6  2  4 O.EEW.O...WDAAXKWD..XK....LKVV..L.JJ D 99 J 99 
 6  2  4 O.EE.DO...WDAAXKW...XKW...LKVV..L.JJ W 99 J 99 
 6  2  4 OEE.W.O...WDAAXKWD..XK....LKVV..LJJ. D 99 E 99 
 6  2  4 O.EEWDO..KWDAAXKW...XK....LVV...LJJ. V 99 K 99 
 6  2  4 O.EEWDO...WDAAX.W...XK....LKVV..LKJJ K 99 J 99 
 6  2  4 O.EEWDO.XKWDAAXKW....K....L.VV..LJJ. X 99 K 99 
 6  2  4 OEE.W.O...W.AAXKWD..XK.D..LKVV..LJJ. D 98 E 99 
 6  2  4 O.EEW.O..KWDAAXKWD..XK....L.VV..LJJ. D 99 K 99 
 6  2  4 O.EE.DO..KWDAAXKW...XKW...L.VV..LJJ. W 99 K 99 
 7  3  4 OEE..DO...WDAAXKW...XKW...LKVV..L.JJ J 99 W 99 E 99 
 7  3  4 O.EE..O..KW.AAXKWD..XKWD..L.VV..LJJ. W 99 K 99 D 98 
 7  3  4 O.EEW.O...W.AAX.WD..XK.D..LKVV..LKJJ K 99 J 99 D 98 
 7  3  4 O..EE.O...W.AAXKWD..XKWD..LKVV..LJJ. E 99 W 99 D 98 
 7  3  4 O.EEW.O..KWDAAXKWD..XK....L.VV..L.JJ D 99 J 99 K 99 
 7  3  4 O.EEWDO.XKWDAAXKW....K....LVV...LJJ. X 99 V 99 K 99 
 7  3  4 O..EEDO.X.WDAAXKW....KW...LKVV..LJJ. X 99 E 99 W 99 
 7  3  4 O.EE.DO..KWDAAXKW...XKW...L.VV..L.JJ W 99 J 99 K 99 
 7  3  4 OEE.W.O..KW.AAXKWD..XK.D..L.VV..LJJ. E 99 K 99 D 98 
 7  3  4 OEEKWDO.XKWDAAXKW.........L.VV..LJJ. X 99 K 98 E 99 
 7  3  4 OEEKW.O..KWDAAXKWD..X.....L.VV..LJJ. D 99 K 98 E 99 
 7  3  4 OEE..DO..KWDAAXKW...XKW...L.VV..LJJ. K 99 W 99 E 99 
 7  3  4 O.EEW.O..KW.AAXKWD..XK.D..L.VV..L.JJ J 99 K 99 D 98 
 7  3  4 OEEKW.O..KW.AAXKWD..X..D..L.VV..LJJ. D 98 K 98 E 99 
 7  3  4 O.EE..O..KWDAAXKWD..XKW...L.VV..LJJ. K 99 D 99 W 99 
 7  3  4 OEEK.DO..KWDAAXKW...X.W...L.VV..LJJ. K 98 W 99 E 99 
 7  3  4 O..EE.O...WDAAXKWD..XKW...LKVV..LJJ. E 99 D 99 W 99 
 7  3  4 O...EEO...WDAAXKWD..XKW...LKVV..LJJ. E 98 D 99 W 99 
 7  3  4 OEE..DO.X.WDAAXKW....KW...LKVV..LJJ. X 99 W 99 E 99 
 7  3  4 O.EEWDO.X.WDAAXKW...LK....LKVV..JJ.. J 99 L 99 X 99 
 7  3  4 OEE.WDO..KWDAAXKW...XK....L.VV..L.JJ J 99 K 99 E 99 
 7  3  4 OEE.WDO...WDAAX.W...XK....LKVV..LKJJ K 99 J 99 E 99 
 7  3  4 OEE.WDO.X.WDAAXKW....K....LKVV..L.JJ X 99 J 99 E 99 
 7  3  4 OEE...O...WDAAXKWD..XKW...LKVV..LJJ. D 99 W 99 E 99 
 7  3  4 OEE.W.O...WDAAXKWD..XK....LKVV..L.JJ D 99 J 99 E 99 
 7  3  4 O...EEO...W.AAXKWD..XKWD..LKVV..LJJ. E 98 W 99 D 98 
 7  3  4 OEE...O...W.AAXKWD..XKWD..LKVV..LJJ. D 98 W 99 E 99 
 7  3  4 O.EE..O.X.W.AAXKWD...KWD..LKVV..LJJ. W 99 X 99 D 98 
